age,study_hours,attendance,previous_score,pass
30,5.44,63,94,0
22,5.24,76,96,1
18,4.1,53,77,0
27,2.59,62,94,0
22,7.71,70,70,1
28,5.82,64,99,1
18,3.27,76,56,0
18,5.01,70,42,0
19,2.43,72,73,1
22,5.28,81,54,1
25,8.53,61,57,0
30,8.12,58,56,1
23,6.35,86,51,0
30,5.73,50,75,1
18,9.8,50,95,0
26,7.51,84,84,0
24,8.82,68,64,1
25,0.8,85,53,1
22,6.76,99,71,0
22,7.8,76,94,0
20,6.41,86,77,1
28,8.3,60,90,0
30,9.87,73,99,0
19,2.47,100,59,0
30,6.4,91,95,0
19,7.07,61,45,1
28,0.42,76,83,0
19,4.28,66,51,1
25,3.07,58,54,1
29,7.05,81,65,1
21,9.51,91,56,1
21,1.58,60,77,0
25,6.26,65,99,1
25,3.55,84,78,1
30,0.57,60,80,0
25,6.71,63,84,1
22,1.32,65,89,1
26,5.51,71,64,1
18,3.13,50,48,1
26,5.7,100,65,0
27,3.7,73,93,0
20,9.46,57,61,0
22,6.85,80,77,1
30,5.07,100,85,0
24,7.04,56,51,1
22,4.47,80,71,0
24,1.05,98,50,0
27,2.97,53,97,0
25,5.04,50,47,1
22,7.37,76,78,1
22,8.62,65,82,1
18,6.75,71,55,0
28,7.68,52,94,1
20,4.06,51,62,1
27,3.69,89,66,0
20,9.37,85,69,1
28,4.01,89,83,1
22,2.45,99,54,0
18,3.3,64,44,1
25,4.91,78,62,0
28,6.8,67,94,0
21,2.22,51,87,0
24,8.48,72,55,0
29,0.7,94,68,0
20,9.14,50,70,1
19,6.8,67,54,0
20,3.16,76,55,1
28,2.43,82,47,0
25,6.33,93,91,1
21,2.83,71,77,0
18,5.25,80,100,1
27,2.06,99,60,0
30,5.54,67,48,1
21,8.61,55,95,1
18,3.2,81,61,1
26,2.95,91,85,1
18,5.05,80,80,1
29,9.56,61,50,1
25,7.48,80,52,0
18,5.5,94,50,1
23,9.0,70,82,1
18,7.62,74,42,0
29,3.05,64,95,0
29,2.69,55,98,0
19,0.3,75,56,1
19,6.58,94,45,1
23,1.47,89,48,1
20,6.2,84,68,0
20,1.06,100,69,0
19,2.16,62,46,0
18,0.15,68,98,0
26,0.69,51,86,1
24,1.4,74,60,1
22,5.25,98,92,0
24,8.91,57,99,1
20,0.79,91,81,1
22,7.34,62,68,1
20,3.09,79,77,1
30,5.24,93,60,1
27,6.83,77,62,1
20,1.35,65,90,0
26,6.69,81,77,1
27,6.67,78,83,1
20,9.03,77,49,0
24,5.23,89,41,0
19,3.34,50,63,0
23,0.57,56,91,0
23,9.93,59,98,1
28,0.87,73,99,1
23,6.06,75,40,0
25,0.93,93,91,0
30,1.7,71,58,0
27,6.16,77,83,1
22,7.44,81,67,1
18,4.79,73,58,1
28,4.84,74,66,1
20,5.63,86,98,0
30,0.22,57,92,0
28,8.89,63,67,0
21,4.0,58,49,1
19,6.12,61,66,0
22,3.55,71,81,1
30,7.74,78,94,0
27,5.25,66,92,1
27,7.88,81,66,0
22,5.43,91,81,1
25,2.89,54,42,0
25,6.02,74,92,1
22,6.84,67,77,1
29,1.08,96,47,0
19,1.35,100,59,1
22,4.98,74,41,0
27,8.4,51,62,1
22,3.85,62,70,1
22,1.95,66,73,1
26,7.01,53,61,1
28,4.72,84,59,1
30,5.11,91,89,1
30,1.3,63,61,1
26,5.27,81,85,1
29,4.93,79,77,0
29,9.99,64,81,0
30,9.49,56,90,1
28,3.85,77,44,1
26,4.88,96,64,0
18,9.9,80,56,1
21,6.01,90,82,0
23,0.63,93,61,0
26,0.57,57,98,1
18,2.51,76,54,0
26,2.39,76,88,0
23,3.52,52,68,1
18,3.58,95,86,0
25,0.57,81,92,1
30,1.04,97,62,0
18,5.26,54,40,0
27,6.66,54,91,1
23,5.49,74,70,1
27,5.01,53,99,1
29,8.57,93,87,0
24,8.35,66,100,0
29,2.97,64,57,1
18,5.57,96,92,0
30,9.02,80,69,0
20,5.56,78,67,1
25,5.19,81,41,1
27,0.35,82,99,0
27,9.39,54,54,0
25,3.88,64,70,0
18,2.56,53,74,0
23,5.09,72,49,0
22,5.26,86,69,1
24,0.77,52,64,1
21,5.22,58,48,0
20,2.79,88,75,0
30,3.31,68,96,0
18,10.0,82,56,1
21,0.92,57,71,1
24,0.75,83,61,0
29,0.69,89,88,0
26,9.51,63,58,1
26,7.21,68,56,0
20,8.3,52,63,0
24,6.88,52,68,0
28,0.39,71,84,0
28,2.33,57,54,0
22,3.87,74,61,0
25,8.59,71,60,0
23,9.3,82,98,0
24,3.02,83,40,1
29,3.6,65,75,0
20,2.76,62,88,1
24,8.46,99,62,1
22,9.67,91,59,0
28,0.08,61,47,1
27,6.0,82,94,1
20,6.52,63,59,1
23,3.44,83,82,0
21,6.87,72,56,0
24,8.27,80,61,1
27,1.14,75,95,0
29,1.06,85,83,1
18,7.75,56,84,0
23,5.78,51,54,0
23,3.32,88,67,0
18,5.34,99,95,0
28,4.66,81,43,0
18,8.42,55,50,1
30,0.01,67,97,1
25,6.02,77,61,0
27,5.34,72,51,1
28,8.93,68,94,0
21,8.33,97,50,1
22,4.45,57,95,0
23,5.82,56,97,0
25,8.13,51,71,1
24,2.34,87,58,0
29,7.6,62,44,0
27,6.27,57,68,1
22,4.15,70,94,1
24,5.91,65,55,1
26,7.31,85,52,0
28,8.83,85,99,0
28,1.5,77,58,0
24,5.45,96,40,0
21,7.69,85,100,0
20,7.16,64,49,1
21,0.04,65,87,1
30,4.17,72,46,1
26,4.96,98,96,1
25,5.63,58,88,0
29,1.15,54,76,1
23,3.71,82,52,1
25,3.77,64,82,1
28,1.04,66,80,0
30,7.38,99,42,0
26,9.96,78,72,1
28,8.38,51,82,0
21,2.41,66,98,0
26,8.67,51,54,0
24,4.96,62,51,1
21,1.57,99,92,0
28,2.93,82,54,0
23,7.13,87,99,0
30,4.44,64,91,1
19,8.84,61,69,1
26,0.99,82,51,0
30,5.61,52,53,0
23,7.74,52,76,1
26,3.88,57,73,0
28,5.23,91,88,0
22,4.54,98,94,0
18,6.72,95,45,0
20,0.48,61,91,1
22,8.2,87,45,1
25,3.08,61,69,0
30,1.65,55,83,0
19,0.48,55,80,1
28,7.77,82,79,0
28,3.08,90,75,0
28,5.62,51,100,0
24,2.92,71,91,1
26,0.35,97,57,0
20,1.04,91,64,1
21,2.23,72,92,0
30,7.42,97,72,1
28,2.12,91,88,1
22,9.11,73,86,0
19,4.44,61,89,0
23,0.64,98,83,0
19,0.54,51,82,1
21,6.42,72,55,1
29,5.93,97,44,1
21,9.54,59,91,0
27,2.98,60,81,1
30,8.54,51,44,0
29,4.16,93,67,1
28,7.15,62,68,0
19,9.94,100,74,0
19,0.0,72,63,1
24,0.74,92,55,1
18,6.52,92,53,1
29,8.19,98,70,1
19,2.11,62,81,0
20,7.97,94,98,1
29,1.5,94,63,1
30,5.66,95,61,1
21,6.39,76,70,0
29,1.11,100,73,1
29,4.51,97,81,0
26,7.62,59,76,1
26,9.11,76,85,1
22,3.86,83,43,1
21,7.53,89,61,1
20,0.37,81,69,1
18,9.95,86,45,0
29,5.73,65,42,1
27,3.87,59,69,1
26,5.29,76,91,1
30,7.54,92,94,0
21,9.91,71,86,0
29,5.38,78,45,0
25,8.71,51,73,1
19,6.02,90,60,0
26,6.2,78,56,1
20,9.26,88,55,0
21,5.97,88,44,0
28,7.75,71,44,1
26,0.07,67,44,1
27,4.44,53,51,1
20,1.08,81,67,0
26,9.0,82,55,1
25,4.85,87,53,1
29,3.07,71,49,1
26,8.2,63,100,0
24,7.97,85,52,0
23,9.26,69,96,0
26,4.42,93,50,1
24,7.8,83,77,1
23,9.13,62,90,1
22,1.0,81,93,0
28,6.31,100,83,0
23,9.13,50,94,1
29,9.36,99,59,1
29,5.47,94,71,0
22,0.95,95,80,1
28,8.72,51,40,1
19,9.73,80,51,0
25,7.08,90,66,0
23,6.87,63,46,1
26,5.03,82,76,1
30,3.4,72,54,0
26,9.09,81,91,0
26,0.78,68,83,1
26,4.35,93,66,0
23,3.0,86,72,0
30,8.93,93,87,1
24,3.21,75,51,0
29,7.47,100,53,0
18,2.84,98,44,1
19,3.18,63,51,1
28,1.46,58,76,1
19,2.52,51,69,0
29,8.68,77,90,0
30,8.87,83,41,1
24,5.72,81,93,0
28,7.75,61,89,1
25,1.88,90,53,0
25,5.35,67,100,0
18,8.29,62,85,0
28,9.5,68,41,0
25,6.98,70,68,1
19,6.22,88,68,1
24,3.46,78,94,1
24,9.04,69,69,1
26,4.61,84,71,1
22,0.78,88,41,0
27,1.06,74,86,1
26,6.94,82,81,1
25,2.07,61,45,0
23,9.02,83,85,0
24,9.27,60,91,0
28,9.21,76,80,0
27,2.78,60,43,1
27,6.55,93,85,1
26,3.13,64,56,0
25,3.59,57,60,1
18,0.64,73,52,0
28,5.81,74,60,0
21,4.02,90,64,0
25,8.38,52,73,0
18,5.38,73,80,1
18,7.52,96,51,0
23,9.27,63,84,0
20,0.45,78,92,1
24,3.01,52,52,1
27,7.39,70,72,0
25,0.42,91,48,0
22,4.46,57,64,1
28,2.28,91,45,1
18,0.43,94,82,0
20,1.39,63,58,0
20,3.47,83,77,0
27,4.48,91,91,0
22,8.19,96,88,0
23,7.81,50,41,0
28,4.65,82,92,1
21,7.17,54,60,1
23,9.48,75,59,0
20,1.3,71,44,0
26,4.68,94,42,0
19,1.94,51,55,0
29,3.41,95,56,0
28,5.47,98,85,0
28,9.32,53,57,0
24,9.24,77,84,1
22,8.98,73,89,1
27,7.33,97,65,1
24,5.48,100,58,1
21,6.2,89,83,0
23,4.61,64,51,0
19,7.57,64,51,1
18,1.84,57,61,1
22,7.65,51,64,1
30,7.92,60,44,0
25,5.18,80,79,1
25,7.15,86,76,0
20,3.9,54,59,1
23,4.08,75,82,1
23,2.4,93,47,1
21,0.78,59,76,0
24,5.85,88,54,1
29,6.62,52,49,0
23,4.33,73,41,1
20,7.34,62,99,0
19,7.02,71,94,1
21,5.18,55,51,0
25,0.73,72,77,0
30,4.59,77,50,1
23,5.87,75,57,1
23,1.03,52,77,0
22,0.4,93,52,0
23,7.96,74,57,0
20,7.97,93,99,1
21,3.53,56,80,0
30,3.44,86,47,0
20,1.97,67,57,0
19,9.53,86,69,1
26,1.15,90,77,0
23,8.85,82,61,1
28,1.3,94,88,0
26,9.1,53,89,0
24,2.47,100,57,0
25,9.4,79,81,1
20,0.22,97,41,0
28,8.97,78,41,0
21,2.44,85,82,1
23,9.14,66,89,0
22,1.01,50,69,1
25,0.88,90,88,0
24,0.88,59,63,0
27,7.96,75,99,1
21,8.14,87,45,1
19,9.61,62,93,0
27,3.32,51,73,1
30,9.61,51,55,0
22,5.99,53,41,1
19,9.51,93,94,1
19,0.61,67,88,0
30,3.6,84,46,0
23,4.19,89,78,1
29,0.28,72,46,0
18,1.6,71,80,0
27,8.76,78,98,0
25,9.49,83,65,0
24,7.72,92,45,0
27,9.24,71,61,1
19,3.87,80,91,0
21,5.53,67,55,0
29,0.53,76,91,0
18,1.47,68,92,0
18,2.66,55,57,0
23,6.12,53,100,1
23,9.3,65,64,1
25,2.99,95,81,1
23,6.54,87,85,0
26,2.02,96,67,1
21,3.86,78,55,0
29,8.81,70,45,0
28,4.39,77,90,0
27,5.65,51,68,1
19,3.96,90,80,1
30,0.74,57,94,1
29,6.58,100,64,1
24,0.47,70,89,0
29,7.54,72,89,0
18,6.13,88,53,1
24,6.03,61,90,0
18,0.13,55,73,1
25,8.03,87,87,0
21,1.8,54,75,1
30,9.38,57,43,0
29,5.87,94,89,1
27,3.42,67,58,0
24,9.49,57,50,0
29,0.68,89,65,0
26,3.91,98,89,0
25,9.53,62,55,1
21,1.42,90,63,1
29,0.48,53,67,1
22,4.45,100,80,0
30,3.97,53,92,0
25,6.79,82,66,1
20,7.38,69,42,1
29,1.82,68,95,0
19,6.42,63,41,0
21,2.75,57,60,1
25,2.4,54,95,1
21,8.49,85,41,1
24,3.97,66,91,1
19,8.02,60,53,1
21,3.1,57,70,0
28,5.17,77,75,0
25,7.39,68,54,1
21,0.94,58,67,0
24,1.59,96,81,1
23,9.37,67,93,0
19,5.68,50,67,0
30,3.67,99,58,1
27,6.65,100,97,0
28,2.01,81,80,0
27,6.86,63,96,0
28,9.69,65,64,1
29,7.06,93,52,1
21,3.54,74,45,1
30,1.76,63,43,0
28,7.73,52,81,1
20,6.68,91,61,1
23,3.44,73,66,0
27,6.73,52,60,0
18,6.1,85,58,1
20,5.36,59,99,1
28,6.42,58,70,1
29,4.01,94,60,0
21,9.1,87,72,1
25,0.42,86,43,1
27,8.73,62,54,1
20,0.07,76,55,0
24,9.72,57,76,0
23,4.23,60,57,0
24,1.9,88,95,0
29,0.46,51,57,0
18,6.27,51,78,0
27,1.9,93,93,0
18,0.87,87,98,1
24,0.4,100,44,0
24,7.8,54,99,1
23,5.5,89,86,1
24,2.94,83,54,0
29,4.52,87,54,1
23,3.55,53,78,0
30,1.67,89,74,1
18,7.63,62,91,0
26,8.43,70,45,1
18,8.94,59,67,0
21,9.6,52,90,1
19,0.27,85,52,1
18,9.26,96,81,0
27,3.36,50,85,0
19,1.69,50,87,1
24,6.75,76,57,1
27,1.01,82,78,0
25,0.08,96,51,1
27,7.31,56,91,0
20,0.25,87,78,1
23,1.01,78,99,0
27,7.55,62,66,0
24,8.36,79,85,0
23,8.8,82,43,1
28,2.37,87,75,0
20,7.46,67,44,0
22,2.42,55,100,0
19,2.62,91,73,0
28,0.84,54,83,0
19,5.3,65,100,0
30,1.21,80,65,0
25,2.06,97,60,0
22,9.59,75,87,0
21,9.7,87,93,0
21,7.65,74,92,1
19,8.25,65,66,0
28,6.39,69,67,0
25,3.27,89,46,1
27,1.62,74,63,1
29,0.45,59,44,1
20,7.38,78,79,1
24,0.84,90,61,1
22,3.7,74,77,0
22,7.04,57,86,1
22,4.25,69,83,0
26,1.23,65,47,0
27,2.84,92,56,1
29,1.38,78,83,0
30,6.06,100,46,0
26,0.79,76,90,0
30,4.68,68,43,1
30,0.33,85,80,1
24,5.37,90,70,0
27,1.23,77,93,0
21,6.79,98,66,0
19,9.84,85,47,0
27,7.48,56,44,1
21,6.38,94,47,1
18,9.09,63,69,1
18,2.09,97,79,1
23,5.94,85,93,1
23,0.27,73,80,0
20,2.0,92,71,1
30,9.71,62,88,1
19,1.71,65,60,0
23,7.8,53,52,1
28,1.5,82,73,1
23,5.29,65,44,1
18,0.38,64,79,0
28,3.28,97,93,1
25,4.22,50,86,0
25,5.24,78,80,1
20,3.52,63,74,1
24,2.24,55,79,0
29,7.37,63,91,0
29,9.41,62,51,0
20,5.58,50,77,1
27,9.63,74,59,1
27,2.36,50,93,0
28,2.46,73,86,0
24,6.33,89,74,1
18,9.73,58,61,1
19,7.26,73,79,1
25,5.23,80,92,1
18,3.13,87,54,0
24,1.26,64,60,0
29,2.8,86,94,1
23,3.04,69,99,1
26,4.56,85,90,1
26,8.77,85,84,0
25,8.09,91,73,1
25,7.33,51,42,0
22,5.19,83,50,1
29,6.55,97,63,0
22,2.57,54,95,1
22,0.54,70,55,1
19,5.87,89,71,0
20,8.8,62,78,1
21,6.43,61,54,1
28,9.48,79,87,1
28,0.03,99,88,1
22,8.37,67,83,0
19,0.98,68,62,1
21,8.0,59,43,1
25,6.4,94,83,1
18,5.18,84,46,0
22,0.15,64,55,0
29,5.35,95,91,1
25,3.43,56,62,1
30,4.3,67,93,0
20,4.47,72,89,1
28,9.55,61,58,0
28,2.89,55,91,1
23,9.45,81,52,0
24,4.05,96,40,1
22,2.04,58,91,1
18,9.32,72,98,0
27,2.81,87,82,0
19,5.74,66,87,1
19,9.66,76,82,0
23,2.79,64,86,1
20,7.89,86,65,1
27,3.04,60,67,1
25,4.61,99,72,1
18,5.95,54,61,1
20,9.64,64,78,1
28,2.73,84,49,1
29,9.03,92,66,1
20,0.21,65,98,0
24,6.05,97,43,1
29,0.89,81,93,1
23,7.93,64,66,1
23,3.13,65,96,1
27,2.7,50,44,1
22,2.15,58,91,1
19,5.02,98,56,1
22,0.33,65,77,0
19,8.81,93,56,0
22,1.49,94,90,0
30,6.84,67,70,0
18,2.13,75,86,1
29,1.84,56,73,1
22,5.85,57,56,0
18,7.07,59,56,1
28,3.54,71,85,1
25,0.98,73,86,0
25,0.69,64,96,0
22,3.11,83,45,1
24,0.46,54,53,0
29,0.14,85,71,0
19,7.99,71,70,1
30,5.29,63,63,0
29,5.14,60,63,1
20,6.84,67,73,0
20,1.17,66,55,1
19,6.8,71,77,0
24,6.82,76,75,1
24,4.31,94,92,1
23,3.96,51,55,1
21,1.49,66,88,1
22,5.21,80,98,1
22,1.8,64,48,1
21,4.19,54,71,1
25,2.52,64,80,0
22,7.32,93,62,0
23,5.99,80,84,1
30,0.92,71,66,0
28,5.57,59,54,1
19,4.85,67,99,0
23,1.11,52,46,1
20,5.63,97,64,1
23,1.52,71,87,1
27,8.75,78,57,1
20,4.11,94,61,0
24,1.83,51,40,0
19,3.51,68,92,0
25,0.41,52,75,0
30,9.57,71,64,1
30,7.96,86,83,0
29,1.92,62,44,0
19,1.01,60,94,1
27,7.33,90,93,0
30,3.13,83,68,1
21,3.33,85,68,0
21,0.85,77,84,1
20,0.07,74,83,0
18,5.67,52,67,1
26,4.36,90,69,0
22,0.65,71,69,1
25,5.26,86,95,0
28,0.67,81,66,1
29,1.03,72,88,0
24,4.99,58,97,0
25,4.1,67,57,1
29,4.21,51,52,0
21,6.47,61,53,1
18,3.37,56,100,0
20,5.79,95,45,1
19,8.28,55,44,1
18,2.17,78,94,1
25,7.45,96,56,0
20,7.56,72,51,0
19,1.41,85,71,0
21,8.03,72,92,1
18,4.26,93,59,0
24,2.33,79,64,0
24,1.26,72,74,0
21,8.28,90,82,0
28,9.25,100,87,0
29,4.93,77,60,0
19,0.34,56,85,1
27,0.79,91,77,0
24,7.38,66,67,1
25,2.24,50,57,1
20,0.1,90,77,0
29,9.35,56,51,0
28,5.3,61,100,1
24,0.8,88,68,1
20,1.08,80,77,1
29,3.47,54,60,0
18,8.12,64,71,0
22,5.85,93,80,0
29,5.51,85,76,0
27,6.79,60,72,0
24,7.07,77,66,1
21,3.78,68,94,0
23,4.99,72,64,0
26,0.02,89,81,0
20,3.62,80,79,1
21,7.55,66,96,0
28,0.09,69,52,0
27,1.36,87,88,1
30,3.84,54,86,1
30,9.81,54,70,0
21,8.73,83,88,0
21,5.8,96,95,1
20,6.54,54,58,0
19,6.4,95,42,1
29,8.42,71,54,1
28,6.04,68,70,0
30,9.15,63,60,1
26,0.06,82,74,0
28,8.05,62,62,1
21,7.05,87,87,1
29,5.93,96,95,1
22,8.93,85,99,0
21,9.46,51,87,0
22,0.32,92,91,0
24,5.26,86,58,1
27,9.56,69,72,0
26,7.03,52,65,1
24,6.55,64,85,0
29,7.57,98,42,0
21,0.35,59,64,0
26,3.12,86,64,1
19,3.36,94,68,1
29,8.39,51,85,1
18,0.39,63,63,0
25,9.27,83,44,0
23,7.37,50,48,1
29,7.43,54,83,1
25,9.8,76,70,1
26,4.58,92,69,0
22,8.77,92,82,1
28,5.4,84,76,1
29,6.2,85,69,1
25,9.76,83,82,0
26,5.97,90,98,0
25,1.4,71,63,0
22,7.44,61,82,1
25,7.73,62,80,1
29,8.33,87,65,1
28,5.44,94,86,0
27,8.99,68,87,1
22,6.5,52,74,1
27,7.14,82,81,1
20,7.08,83,68,0
27,0.19,62,40,0
19,4.72,51,41,0
30,1.49,69,96,1
21,1.84,58,55,0
19,5.54,87,82,0
18,7.63,76,45,0
23,8.73,60,46,1
30,4.18,89,46,1
26,8.4,60,81,0
19,5.9,98,45,0
28,5.6,60,60,0
23,5.26,74,59,0
26,6.94,66,98,0
25,9.69,52,44,0
28,4.5,85,53,1
29,8.11,89,79,0
25,6.91,96,98,0
28,0.4,92,43,0
22,4.73,91,62,0
29,6.09,98,75,1
27,7.86,55,85,0
27,1.7,77,97,0
25,7.81,60,93,1
22,3.32,99,88,1
24,8.81,85,73,1
28,0.22,57,50,0
22,4.6,70,96,0
27,4.93,94,95,1
23,9.93,89,100,1
20,2.33,77,57,0
19,5.89,77,68,0
26,6.19,89,79,1
29,3.99,87,52,1
18,5.33,72,88,0
27,5.96,55,66,1
28,3.65,52,41,1
26,8.15,74,55,0
30,9.48,84,73,0
25,0.47,69,40,1
20,1.9,70,51,0
19,2.73,64,67,0
27,6.39,52,94,0
24,0.22,50,51,0
26,9.57,76,81,0
27,6.74,50,54,0
26,5.83,55,49,1
22,7.3,55,65,0
25,6.67,70,69,0
24,6.3,70,80,0
29,3.2,85,64,0
18,5.54,88,61,1
18,6.45,84,41,0
30,3.18,50,45,0
22,5.45,98,98,0
29,3.39,62,80,0
22,9.0,83,45,1
19,4.71,74,82,1
26,6.41,54,54,0
30,3.54,53,50,0
26,2.14,85,86,1
25,6.93,59,42,0
27,0.85,99,58,1
18,1.32,81,62,1
20,6.94,78,56,1
20,1.38,73,42,0
20,7.23,69,83,1
26,5.85,73,61,0
23,9.93,74,91,1
23,9.37,69,48,1
30,6.81,89,70,0
23,2.42,62,99,1
20,1.37,76,77,1
26,0.97,73,79,1
29,0.58,73,65,0
30,5.11,86,71,1
26,7.53,65,91,1
18,0.63,58,76,1
23,9.94,61,50,1
21,1.77,87,56,1
20,0.18,84,75,0
29,6.65,69,82,1
20,4.55,99,41,0
22,2.06,59,85,1
24,5.35,100,60,1
25,2.09,62,68,1
26,8.94,57,41,1
25,2.34,51,42,1
20,5.21,56,64,1
20,7.56,90,46,0
23,2.36,63,65,0
29,6.09,73,41,1
22,3.36,50,67,1
29,1.11,85,59,1
28,1.74,66,53,0
29,3.32,68,84,1
18,1.39,81,85,0
19,2.31,55,94,0
22,6.16,84,54,0
18,7.55,54,48,1
19,9.2,72,83,1
18,7.77,84,49,0
29,0.5,51,66,0
19,4.52,93,62,0
18,8.96,68,43,0
21,2.04,84,43,0
19,6.91,84,100,1
30,3.0,63,75,1
22,0.25,73,55,0
19,5.18,53,42,0
26,9.28,64,60,1
20,9.35,78,65,1
24,7.52,93,90,0
23,1.5,69,98,1
27,8.26,53,51,0
26,9.65,64,72,1
21,7.87,77,42,0
23,4.58,83,95,0
19,2.48,80,70,0
28,9.41,83,52,0
29,6.09,50,92,0
21,5.51,61,42,0
21,8.21,98,59,0
23,3.65,60,80,0
24,1.32,92,56,0
30,4.97,58,45,0
21,3.7,66,89,0
29,5.58,75,89,0
25,8.7,82,40,1
18,2.26,78,79,1
28,0.09,61,80,0
24,4.0,54,66,0
28,6.26,89,55,0
21,2.12,100,42,0
18,1.29,74,89,1
25,6.41,93,97,0
19,8.22,53,63,0
27,6.97,79,46,1
24,5.77,55,79,1
27,1.43,54,50,0
26,1.27,88,79,0
25,0.37,82,69,1
18,2.8,98,43,0
25,3.64,62,48,0
24,8.58,97,83,0
30,0.56,89,72,0
21,2.21,68,52,0
27,1.94,69,59,0
23,0.23,72,81,1
21,6.0,56,47,0
30,6.55,58,43,0
26,3.38,97,86,1
25,8.09,82,43,1
26,9.48,54,75,0
28,8.67,57,100,0
18,6.1,98,47,1
30,0.51,73,87,1
24,8.93,80,83,0
28,7.09,79,83,0
25,9.53,89,99,1
19,2.09,58,95,0
29,8.18,69,81,0
28,6.28,62,82,1
26,0.86,88,76,1
20,0.35,55,69,0
27,9.07,67,74,1
28,8.24,84,52,1
23,6.86,94,80,0
27,0.35,74,90,0
29,8.89,90,88,0
25,5.52,72,99,0
29,0.05,89,63,0
19,4.97,97,50,0
27,3.08,54,49,0
24,0.62,91,83,0
19,8.38,96,92,1
19,0.91,64,52,1
19,1.43,80,62,1
27,1.59,79,70,0
26,9.13,76,83,1
23,4.96,96,99,1
28,1.65,52,99,1
19,4.08,67,67,0
21,0.08,55,69,0
18,8.72,55,93,0
29,6.61,84,79,0
19,9.85,89,61,0
19,0.31,72,86,1
25,1.57,50,97,0
26,3.87,97,90,0
18,2.38,79,100,1
29,3.71,84,43,0
20,1.45,68,52,1
27,8.24,70,89,1
27,0.34,82,70,0
25,4.07,58,81,0
26,0.04,54,75,1
20,5.67,67,52,1
22,9.58,74,87,1
23,1.96,63,67,1
25,6.89,74,72,1
18,4.3,67,76,1
18,1.02,63,89,1
23,0.7,92,74,1
22,7.01,78,76,1
24,5.04,99,69,1
19,8.6,64,94,1
30,5.39,81,55,1
18,0.76,63,91,0
20,9.4,60,60,0
20,1.97,88,69,1
19,1.0,78,73,1
27,2.3,84,54,0
24,2.13,95,52,1
30,6.93,71,83,0
28,3.21,71,90,0
22,5.93,99,88,1
26,9.58,51,54,1
26,6.14,59,89,1
23,0.97,53,83,1
28,8.94,85,91,0
27,8.72,92,78,0
19,9.53,95,70,1
26,1.92,96,87,1
25,3.08,78,93,0
21,4.01,55,72,0
20,8.85,90,74,1
30,0.03,55,75,0
23,0.19,82,50,1
28,4.91,63,60,1
18,7.9,74,87,0
26,7.54,81,99,0
29,9.61,66,52,0
24,8.11,90,66,1
21,0.75,64,46,1
27,6.82,64,68,1
25,1.83,75,61,1
24,6.48,83,64,0
25,8.45,72,65,1
22,1.09,52,50,1
27,7.99,73,100,0
18,1.05,72,46,0
25,7.83,90,94,0
30,9.78,91,95,0
18,0.72,88,57,1
23,5.91,72,67,0
24,4.92,62,86,0
23,3.18,99,64,1
26,8.18,64,52,0
26,8.32,90,70,1
24,9.09,86,51,1
27,1.76,57,92,1
25,9.01,89,53,1
21,0.44,69,97,0
18,4.4,71,63,1
20,6.94,72,69,1
29,9.68,91,99,1
26,1.85,78,87,1
25,1.5,53,81,0
24,9.35,57,58,0
22,3.23,72,100,1
21,5.62,71,81,0
20,5.08,95,49,0
27,7.96,67,84,0
29,5.17,100,58,0
20,4.31,69,82,0
27,7.93,77,77,1
28,2.37,70,44,0
22,3.52,85,51,0
27,2.98,75,72,1
19,6.15,74,83,1
25,3.41,81,88,1
20,5.57,52,49,1
19,2.25,56,62,1
22,5.03,50,71,1
19,4.51,79,51,1
27,1.29,80,92,1
24,5.79,71,70,0
29,1.21,92,93,1
28,3.86,82,99,0
30,8.41,78,60,0
29,0.71,51,48,0
20,1.99,62,49,0
29,4.94,66,92,0
23,7.59,54,99,0
23,9.75,64,83,0
26,2.74,65,48,0
20,4.04,58,41,1
23,7.64,99,80,0
28,8.14,52,53,0
18,3.81,82,55,1
23,4.98,59,57,1
22,0.51,59,92,0
26,6.47,97,53,1
25,2.38,84,100,0
23,1.81,63,98,1
19,9.02,87,67,1
18,1.78,67,76,1
26,7.77,54,59,0
21,0.83,76,54,0
22,7.06,80,67,0
27,4.93,67,71,0
26,3.95,62,60,1
21,8.59,65,93,1
29,0.07,55,69,1
25,2.96,68,81,0
20,7.25,74,74,1
21,9.37,54,76,1
22,0.24,63,51,0
18,2.54,67,76,0
19,7.57,95,66,1
28,3.39,72,88,0
21,4.33,53,48,0
28,0.75,79,94,0
28,5.07,53,96,0
20,2.87,88,70,0
21,8.44,61,48,0
30,9.61,94,100,1
22,7.31,54,59,1
22,4.71,92,50,1
19,8.46,61,86,0
24,6.04,68,61,0
19,7.5,88,81,0
28,2.69,94,70,1
29,8.97,63,73,1
18,7.93,61,46,0
29,4.41,66,69,0
18,6.39,78,57,0
19,9.68,100,93,0
26,7.11,88,41,1
21,5.64,90,99,1
26,2.81,51,45,0
30,0.9,56,66,0
22,2.36,98,62,0
30,8.55,60,87,0
19,0.72,87,57,0
23,2.16,88,90,0
29,2.24,97,74,1
26,3.03,50,61,0
24,7.55,92,65,0
27,8.22,94,93,0
20,3.39,52,85,1
22,7.66,78,84,1
23,9.04,96,57,1
28,1.46,93,87,1
18,1.2,93,42,1
28,4.53,54,96,0
26,7.35,58,45,0
22,5.49,92,77,0
25,2.68,59,85,0
28,0.72,70,99,1
30,1.23,82,65,0
18,7.08,84,84,1
25,8.93,54,62,0
